data	label
@USER @USER She is correct. Corbyn and McDonald would be just like the old GLC under J Mc.	NOT
@USER Ontario Liberal MP Leona Alleslev is using you to jump the queue.  The faithful back benchers are probably FURIOUS and should join the LIBERALS in protest.	NOT
@USER @USER @USER Yes we need gun control. It is out of control!	NOT
@USER @USER @USER No way this woman was threatened and had to move out of her house because of conservatives or Republicans	NOT
@USER looks so so good 🔥🔥🔥🔥🔥 URL	NOT
@USER The next Call of Duty game should also take the opportunity to tackle the gun control issue. 🙄	NOT
@USER  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease	OFF
@USER You need to see a doctor my man	NOT
@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER	OFF
@USER Vigano should come forward....reveal where he is...reveal all documents...and be on board helping prosecution.......	NOT
@USER You're part of the problem! No more Regressive Liberals. #DrainTheSwamp URL	NOT
@USER no he came back to nyc w ducky	NOT
@USER @USER They've been trying. A couple of veterans happened 2 b assaulted by ANTIFA. Wrong!! They were surprised! Fight kinda broke up the protesting😲	NOT
"@USER sadly, you blew it in this interview.  You are, or will be, bought.  You did not pass the litmus test"" for what a Real Progressive is....You have mistakenly alienated what's left of the Dem base, thanks to HRC,  and you need us, know it or not. URL"	OFF
"@USER His endorsement of Cindy Hyde Smith is a major disconnect. She's a former"" Democrat with a shady gun control past."""	NOT
@USER i love you so much💞 and i'm so proud of the great actress you are today	NOT
@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine	OFF
@USER @USER Happy Birthday Tyler! May God favor you with a day as AMAZING as you are! Be blessed today &amp; always!! 🎉🎉	NOT
@USER Googlers are weird fear mongers #MAGA	NOT
You #Fanatical #Sycophant #Religious #extremists are so #fucking close  to getting another #WhiteSupremacist #evangelical on the #SupremeCourt  to overturn #RoevWade  Wouldn't it just suck to have the rug pulled out  from underneath your feet #MAGA?   #Fuckoff #Gilead #Kavanaugh URL	OFF
@USER @USER How about gun control for starters?	NOT
@USER Funny how you say anyone who disagrees with you are wrong. So I guess everyone on the left is wrong since I'm always right even facts do sometimes go against what I'm saying?	NOT
@USER You are such a great friend.	NOT
@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	OFF
@USER Yes do hurt your selves gun control freaks.	OFF
@USER Good!  Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? #Missionaccomplishedwewontwatch  #maga #istand #BoycottNFL #Trump2020	NOT
#Liberal #activist calls for #banning #MEN via “man control” since gun control isn’t having the desired effect – URL URL	NOT
@USER Crazy man😂	NOT
@USER Hogg doesn't  have a clue about life .	NOT
@USER @USER @USER @USER Voting for her as well. Democrat I assume.	NOT
"@USER Hasn't this flake left yet?  How dare these people hang a man without evidence and at the word of a loon with repressed memory."" Sue her and I bet she shuts up fast."""	OFF
@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.	OFF
@USER @USER @USER @USER @USER That was fucking fast holy shit lol	OFF
#SJW crap and/or #Paedophilia ..  #Hollywood #TV #Movies #Gaming #Politics #Comics #Police #PublicAuthorities like #Councils .. #DWP #DWPCrimes  #CatholicChurch or #Church  #Vatican  #Islam and #Muslims used as a weapon ..  Missed anything?! #NHS maybe?  #MBGA #Conservatives	NOT
@USER Heil Facebook! Yeah...pretty much.	NOT
@USER @USER Not now Hell no he offered that last year no go now.	OFF
"@USER &lt; help. I should call my father to let him know you are up. I'll be right back.  I lean down placing a chaste kiss against his cheek. Once I pulled away, I give him a bright smile as I walk out of the room to call my father.   I know he's &gt;"""	NOT
"@USER @USER @USER @USER @USER You challenged  libtards"" im here..my thoughts on gun control are simple assault weapons should be banned for civilians I don' t remember 17- 59 people murdered in 20 with a hammer I own a hand gun for protection i support our 2nd amendment"""	NOT
@USER @USER @USER @USER Antifa....that's who. It works both ways...be careful.	NOT
@USER Are you sure she was't just thinking about herself.	NOT
@USER @USER Either you Democrats &amp; liberals move aside or we will help you move aside we the People can remove you from office 20+Million Veterans can’t be wrong URL	NOT
@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!	OFF
AND I gotta wait till March for the DLC that comes out 🤦🏾‍♂️	NOT
@USER @USER I just don’t get it . At least bring him in talk to him work him out feel him out what could the harm be you might just be surprised and sign him if he is what you think he is then don’t it’s just being smart	NOT
@USER When do you post on conservatives declaring Ford a liar without evidence? URL	OFF
@USER @USER @USER @USER lol she is such a troll im so glad she went away and all u trump supporters told her to GTFO. Thank god we got a real superstar in @USER who is going to actually fight for everyone no matter who they choose to vote for. Isn't she awesome! Please join us we rly need ur help!	OFF
@USER  Could WE get some honest Law enforcement agencies to dig into @USER Chinese Spy chauffeur. He may have been sexual assualted in High school.  Funny how an American citizen didn't qualify for the job.  VOTE #MAGA URL	OFF
#conservatives have been playing defense WAY too long. ENOUGH. #WakeUp #MakeAmericaGreatAgain #DemocratsDividingAndDestroyingAmerica	NOT
@USER Go to la casa de las micheladas!!!! They have some crazy ass ones!	OFF
@USER @USER @USER @USER Kick the absolute shite out of the car.	OFF
@USER @USER @USER OMG he is so cute！！Which video is this gif come from？	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊	NOT
@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA	NOT
@USER so much to unpack in this thread. Bones...Beau....Sid looks so good.....fire whoever took the photos you deserve better...you are beautiful.	NOT
@USER Bull ! How much is G.SOROS paying you for your statements against the PRESIDENT of out country ?	NOT
@USER @USER He is.	NOT
@USER @USER She is Epitome of how low the left goes! Sewers dont go that low!! People #WalkAway!!	NOT
@USER He is adorable 😍	NOT
@USER Poor old Rudy he is as full of shit as a Christmas Goose.	OFF
@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.	OFF
@USER @USER well uk had gun control and were over here fighting for it for the past like 4 years so	NOT
@USER Always remember that you are a rockstar.	NOT
@USER @USER @USER The response from the US was exceptional. The implementation in Puerto Rico was abysmal because of the Democrat Mayor. She hoarded the supplies and only distributed them to her allies first and withheld it for the rest. She is still under FBI  investigation	NOT
👇Please retweet this #TrumpNation #TrumpTrain #MAGA #KAG #DrainingTheDeepStateSwamp URL	NOT
Breaking news. Listen live at 1pm CT at URL #MAGA URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Amazing what liberals can dig up when they’re desperate! URL	NOT
@USER @USER @USER -Student loan debt relief -Increase minimum wage -Stronger gun control laws -Reforms for election process -Stronger environmental protections -Affordable housing for everyone -Stronger protections for women's rights -Net neutrality	NOT
@USER Enjoyed watching the Red Sox beat Toronto Blue Jays last night 7-2. Prior to the game there was a 9/11 tribute where the national anthem of both countries was played and all the players stood along the 1st &amp; 3rd base paths holding their cap over hart their with their right hand.	NOT
...Or conservatives trying to get Bill Clinton... you get the idea. URL	NOT
@USER Big O - you are right - you don't lose to Gabbert	NOT
"@USER @USER Please explain what controlled opposition"" means.  As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they want to be."""	NOT
@USER Holy shit	NOT
"@USER It's amusing and sickening to watch these scientists"" twist themselves into knots to justify their gun control agenda. #gunsense is dishonest, through and through."""	OFF
@USER He is a sick puppy. Normal teen boys dont attempt rape. It is predatory behavior. He prob did it more than once. This isnt isolated behavior.	NOT
@USER Just know that she is in a better place	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸	NOT
@USER We get shit transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ all kinds of shit	OFF
@USER @USER @USER @USER @USER @USER @USER Ok lang admin we understand. Praying that you overcome whatever problems or hardships you are into right now through our Lord Jesus Christ. #FrancisAglabtin2TulogNaLang	NOT
@USER Hey #BenieSanders  they all can't come to US!  Come on.  We have enough problems with your #Antifa .	NOT
@USER @USER @USER I wonder if she is still in love with the drug dealing  boyfriend that worked at Burger King.	OFF
@USER @USER @USER @USER You are the 8 year old boy Trump fixed the disaster you and crooked and Barak left	NOT
@USER @USER Sad to say.  You are right.  Awful that you have to even consider the issue.  I pray for you and your family.	NOT
@USER He is beautiful just like his grandma bless him ❤️❤️❤️	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Follow everyone on this tweet. We have to fight Twitter AND the Democrats!	NOT
@USER @USER IT WAS OFF THE PLATFORM HOW IS THIS OK!?!??	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa: the brain child of the democRATS. #DemocratsHateAmerica #Democrats #Antifa	NOT
@USER Why are you the way that you are	NOT
@USER Doing soooo much better than the big Zero and his losers	OFF
@USER Anti American that wanted to bring NFL down bc it used to be an all American sports.	NOT
.@USER offers a different view on why liberals outnumber conservatives at universities: URL URL	NOT
@USER I don’t understand why she should be heard.  I SHOULD BE HEARD and I have pictures and scars from my TRAUMA #ILLEGALALIEN left his car in the middle of #405 fwy in 1982 - when I was 18!  We were badly damaged!  #Kavanaugh #MAGA URL	NOT
@USER At least you are getting more people to like it on Discord	NOT
@USER Gotta admit...she’s stacked.	NOT
@USER @USER @USER Not just “liberals” there is minority of Republicans with more brain cells than a rock!	OFF
@USER What about Trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken	OFF
@USER it just means you are one step closer to getting Rust in there :)	NOT
@USER My pleasure! Thank you for following back 🙂  #CCOT #MAGA #WalkAway  #VoteDemsOut2018  #TrumpsArmy	NOT
@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him	OFF
@USER @USER Aweeee happy bday e-panda ♥️♥️ you are an amazing drummer (maybe better than B ;);)) have a great one :))))	NOT
@USER He will get what he deserves😈	NOT
@USER Still coverup.  And bet the anonymous writer of op-ed in NY times on sept 5th was the ny times itself!!!!  No sr adminstrator of #Potus. But cud say it was since refused to name writer ...ALL TO STIR UP CRAP WITHIN #TRUMP Camp!!! And #Maga	OFF
@USER Great sis URL	NOT
@USER I always equate it to what happens when the left threaten new gun control. We are energetic for the time it takes to stop it... Then we scatter no longevity	NOT
"@USER Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!"""	NOT
@USER @USER @USER Not by the tea leaves you use by simple logic. You know that thing that comes from common sense.  Right no you don't know.  Winning Deplorables MAGA God Bless you.	NOT
@USER 😂😂😂 You are the wife URL	NOT
@USER Do they discuss Haiti?	NOT
@USER We dont need gun control. We need White Male control....	OFF
Calm down you loon. Kavanaugh is already confirmed and you know it. Make plans for alternate employment after the #TrumpTrain2020 train disembowels the #Democrat party in this country. Starting with removing #RoeVWade then #BuildTheWall then #MAGA !!!  URL	NOT
@USER Ask your friends over at @USER	NOT
@USER Pop QUIZ #MAGA  The New Antifa #Democrats Party are:	NOT
@USER You just justified their not only using violence but the instigating it. What if I use a similar justification and say they hate Americas and wish to violate my to rights. End Antifa and its ideology and end people trying violate my rights and destroy my country	NOT
@USER @USER Ha ha ha sneaky buggers. I have put out a warning to have sound off. That will show them.	OFF
#TwitterShouldBe a less mean environment and less biased towards conservatives.	NOT
"1/So earlier you said, Unfazed and determined,"" you are going to confirm, Judge Kavanaugh. Presumably on behalf of, Chairman Grassley. Now you say it's the liberals fault. How do you work that out? Basically you said serious accusations of potential assault, not to mention lying URL"	NOT
@USER You are too kind. Thanks Debs!	NOT
@USER @USER @USER @USER @USER He needs to speak to someone about all that anger he is harboring!!  Cause that should not have made him explode like that. He has some underlying issues. Lordt 😂😂😂	NOT
@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “who watches these bimbos”!	OFF
(I know there are parents among my mutuals/followers and lots of you are GREAT! But I’ve had to deal with a lot who are laser-focused on an outdated idea of what early childhood education should be)	NOT
#QAnon #GreatAwakening  Awake Yet?? It was a setup from the beginning... and most liberals know it..   they just don't have the morals to accept it!!  URL	NOT
@USER As long as they vote Republican.	NOT
@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?	OFF
@USER All those fund raising dinner party's with oligarchs and their stories of ripping the old Soviet Union to pieces for their own personal gain was a light bulb moment for many @USER . #Brexit will be a very lucrative endeavor for most of them.	NOT
@USER Cuz liberals are sick of cnn!!!!	OFF
"@USER Actually should read as liberal MP leaves liberals for another liberal party"""""	NOT
@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.	NOT
@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.	OFF
@USER They crossed the line a long time ago. Antifa is a branch of the Socialist party.	NOT
@USER I look forward to seeing your antifa hoodie	NOT
@USER She is not Lisa URL	NOT
@USER College football is much more interesting than the NFL protesters.	NOT
@USER If you are asking if I got past college that would be a yes lol	NOT
@USER IM GOING HARDCORE BITCH	OFF
@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK	OFF
@USER Do it shithouse	OFF
// AWWWWW thank you so much! You are a brilliantly talented writer and I am so thrilled to interact with you! This thread is going to be epic! URL	NOT
. @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	OFF
@USER @USER So take him to court	NOT
@USER @USER @USER @USER @USER @USER @USER @USER    I would like to thank those at Whitehall whom have supported me. Please see press statement below Big thanks @USER @USER  Wishing you all the best for vote2019 URL	NOT
After the twitter purge was over and black nba twitter changed their accounts back from MAGA white folk URL	OFF
@USER Just focus on Price stats when he is behind the plate....😉	NOT
@USER Eric ur no Jeff sessions!!	NOT
"Rahm Emanuel’s failure is an ill omen for all Democrats""  URL #TCOT #MAGA #RedNationRising"""	OFF
@USER @USER It sounds like you are describing the trumps	NOT
@USER Your titles scare me a little bit. ;-)	NOT
@USER You are a grown up	NOT
@USER So true...she is so busy pointing the finger she forgot what's important!	NOT
@USER happy birthday dad ily thanks for being the best man you can be and for caring for all of us. we love you and appreciate all that you are and all that you do 🐨🐻	NOT
@USER James hums in approval and pulls back. Allowing her to help him out of his shirt. Letting it fall to the floor as his hand is brushing along her skin.   “You are beautiful baby.. such an angel.”	NOT
@USER But when dealing with liberals all bets are off cause they don't care who gets hurt as long as they get what they want. #ConfirmKavanaugh	NOT
@USER @USER Screw you and your team. Americans who scraficed are the reason you have a team !!! Leave our President alone !!!!	NOT
@USER @USER Advocating for herself is ridiculous fam?	OFF
@USER And there I was thinking I couldn't like you any more than I already did... Brilliant. 😀❤️💉❤️😀	NOT
@USER @USER Just another tool in my toolbox. It's an inanimate object unless I animate it. It's not gun control we need it's mental health control! URL	NOT
@USER You know that the conservatives are worried when they try to show some heart.	NOT
@USER An insult to holocaust survivors and their families. An embarrassment to film making.	NOT
@USER And yes. Having less access to guns drops suicide rates and accidental injuried snd desths.  This can be proven by looking at every single country that has strict or better gun control.  Unkess you want to prove otherwise that these countries are just as bad.	OFF
@USER Keep me updated with how you’re liking it 😂	NOT
"@USER @USER @USER Yes, American women are waiting......to be allowed to continue SLAUGHTERING babies.  Mao, Stalin and Hitler all killed babies too.  Liberals are pathetic, whiney, crooked, yet, say, we are for the children"", except they slaughter babies!"""	OFF
@USER ❤ You are beloved! ❤	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I follow all these MAGA Patriots 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸	NOT
@USER he is 🤷🏽‍♀️	NOT
@USER No and they’re expensive ass hell	OFF
@USER Turn them loose and see what happens to her city. People like her is what gives the Democrats a bad name. She is risking the entire population of Atlanta. Wonder how the citizens like it. We’ll see at the ballot box	OFF
@USER @USER Right on!  Time to stop this BS nonsense from the left. Time to prosecute antifa members as domestic terrorists as well.	NOT
Happy #ConstitutionDay may this day trigger millions of liberals since they don’t believe in the Constitution! #Maga	NOT
#Kavanaugh this is the common use of guns ... the conservatives and their prays of dead URL	NOT
"Anti-Trump Activists Want DC Trump Hotel’s Liquor License Revoked""  URL #TCOT #MAGA #RedNationRising"""	NOT
"@USER Nothing with liberals is fair""."""	NOT
"@USER I love how the anti-gun-control folks are simultaneously you can't blame the guns when people die"" but also ""you can't blame the cops when guns just go off""."""	NOT
@USER Carrey is looking more like a tranny every day ?!	OFF
@USER @USER Mine too! BBCAN2 was a top tier bb season	NOT
@USER @USER Yes you are very wrong	NOT
@USER @USER send in some of your antifa super soldiers to sort these Tommy Robinson fans out.	NOT
@USER Yes bitch 😭😭😭😭	OFF
@USER @USER Congress tried Secret Shah Bano strategy for #TripleTalaq.   Then they openly took a position to appease Muslim conservatives for votes. @USER trying to confuse now about their position on it again for votes.   People of India are smarter now to know their real reason.	NOT
@USER I 100% AGREE. The Republicans MUST NOT allow this individual to DICTATE RULES and put the country on HOLD. EF HER!!!! #ThursdayMotivation #WalkAway #MAGA #Pussyhats	NOT
@USER Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard URL	NOT
@USER It has been being de-created slowly and stealthily since the CONservatives came to power... Hunt's done a sterling job.	NOT
3 of 5 stars to The Liberals by Hindol Sengupta URL	NOT
@USER Best casting announcement since Riker was on it :) so excited love her so much! Met her twice she is just the sweetest	NOT
@USER @USER you don't put this much thought into antifa goons ripping downtown seattle apart every holiday	OFF
@USER @USER That's just modelling. Plenty of women make shit tons of money just for looking good	NOT
@USER @USER You have a dick? Damn didn’t know bhadbhabie was actually a bhadtranny	OFF
@USER think it's disgusting more money is being spent in my opinion they need to look closer to home wear she is	NOT
Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it.  #oldageproblems #MAGA URL	OFF
@USER That shit got me dead!! Eager ass boi!	OFF
@USER @USER @USER @USER Q said to expand our thinking. This is what I came up with. I hope I put it in a graphic people can understand. #QAnon #GreatAwakening #PatriotsFight #WeThePeople #UnitedWeStand #KAG #MAGA #WakeUp #WalkAway #RedOctober URL	NOT
@USER @USER @USER Mickie is 39 now? She is on her way out.	NOT
@USER @USER @USER @USER @USER He is a point guard whose assist to turnover was 1/1.	NOT
@USER //Anime is a gag series. The manga is bloody as fuck.	OFF
#meDIAtoo:  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!! URL	NOT
@USER @USER @USER @USER @USER Lol!  Don’t hold your breath while you are waiting - because it’s going to be about 6 more years of President Trump. URL	NOT
@USER Please show me your post where you said the same thing about conservatives targeted by Antifa and other leftist friends of yours 🙄 #Hypocrite	OFF
@USER She is laughing while she looks at up	NOT
@USER #metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER  POSTER CHILD for USING Woman	OFF
@USER @USER Good grief. So this is how we calm antifa people?  Throw chicken nuggets at them?  How ridiculous are they?  I’d think it was funny if it wasn’t rewarding bad behavior.	NOT
@USER Hectares cultivated with poppy for opium grew exponentially like never before during Obama thou. I bet you celebrated his troop retreat. Myanmar made so much money with the opium they're building a bigger totally modern port	NOT
@USER Too bad!  Never liked him since I met him years ago!  Very uppity but you see what goes up must come down!  Never think you are too good for anything or anyone!	NOT
@USER She does not remember? Of course she doesn’t! She is making it up as she goes and with the “ help” of her therapist and all the others that believes her BS story. Maybe if she gets hypnotized she will miraculously remember “ more details” #Freakingliars liberals obstructionist🤬	NOT
@USER Prayers for your wife. I too had Colon Cancer..having bowel problems so apt w/GI after my Oncologist. So I know what she is going thru. Prayers for you both. Remember God is in control.	NOT
@USER @USER @USER @USER this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win. Research projection and stop doing it u look stupid now!	OFF
@USER @USER Why didn't she save her grandfather in Puerto Rico if she had that kind of cash? Bc She is socialist.	NOT
@USER Going about it the wrong way	NOT
@USER @USER @USER Saul does not suffer fools. And he is impatient with people who are too lazy to read and learn.	OFF
@USER @USER Made me smile. 😁😁😁😁😁😁	NOT
@USER elmo is antifa	NOT
@USER @USER @USER @USER Music?	NOT
@USER The mother never moved I think I would have at least moved a arm a leg I mean something she is a idiot. Why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind	OFF
-💡Leaks💡- Here are two badges that Barbie has recently added to Royale High and looks like she is doing something with the Autumn town and Fantasia Getaway! @USER @USER @USER @USER URL	NOT
@USER @USER @USER Liberals media won't report it	NOT
@USER Thank you. Yes she is.	NOT
@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.	OFF
@USER @USER @USER She is HORRIBLE. #WakeUp  #MakeAmericaGreatAgain #MakeAmericaAmericaAgain JOHN JAMES FOR #Senate !!!!	NOT
@USER Lucky bitch! 😂💀	OFF
@USER @USER I got on and saw only 5 ratings. Where's the one you posted? Are you having internet connection problems? Is the #DeepState on to you too?	NOT
@USER Beer can red cabbage also owns the conservatives URL	NOT
A few things that happened to me in between #KUFball road wins:  -got married -had sex twice -got divorced	NOT
@USER The one time I engaged with Louise mensch was when she said URL was a Russian op because it had a Russian registrar. I tried explaining how the internet works with screenshots and stuff but got no reply.	NOT
@USER A rich snow ❄️ here	NOT
@USER @USER I don’t give a damn about a “tough” niggah 😂	NOT
@USER @USER Can you ask Dana how worried she is for her home in (South?) Carolina? Is it close to the coast? I’m currently in N. Carolina (1st time visiting) and I get welcomed w/ a hurricane! Lordy day.. 😥😨	NOT
@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!	OFF
#WhatILearnedToday liberals can’t win without lying	NOT
@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅)	NOT
@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-	OFF
@USER well she is hot and lie with a smile .. so yeah	NOT
@USER I hope this turns out to be everything the Liberals want and then some. I can handle the truth no matter which way it leads I hope they can do the same.	NOT
@USER Confirm Kavanaugh Now!  #MAGA	NOT
Trump responsible for even more employment!!#MAGA URL	NOT
@USER What if she was crying because of the way Williams was treated? / because women are treated diff on the court and she is sick of that detracting from her and other women’s achievements on the court?	NOT
@USER Omg! She is so cute 💚💚💚 URL	NOT
@USER man can we hang out you are hilarious	NOT
@USER Lol he is literally incapable of this.	NOT
"#Hillary once said that if #Trump wins, We all hang from Nooses."" The deeper this goes, the more we learn why #Clinton freaked out when she realized #Trump could win.  URL #conservatives #TCOT #Unmasking #ReleaseTheMemo  #SusanRice #FBI #DeepState #Mueller"""	NOT
@USER @USER Picked the fuck up	OFF
@USER She is 18 😂😂😂	NOT
@USER @USER Conservatives send TWO in Opposition ( taxpayer dollars) to ONE popular vote Prime Minister!	NOT
@USER we are done. you have no knowledge base for any of this and you are drunk on lies.	OFF
#Tories #Labour #GE2017 #Conservatives Conservatives URL Rehman_Chishti: A wonderful experience reading Elmer the Elephant to young Karachiites at pkBritish BritishCouncil Library.  Great to be able to promote the amazing work of Bri… URL	NOT
"@USER @USER What's a ten commandments?"""""	NOT
@USER Omg yessss!	NOT
After going through the system i cameto know that being a criminal (illegal) is most reputed and easy job rather than a simple (illegal) person.	OFF
@USER was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism	OFF
@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool	OFF
@USER @USER Could anyone expect anything less from a fool like j rubin? Incompetent hair on fire libs cost people their lives and blame it Pres. Trump.	OFF
@USER @USER Gun control?  This is a really good example why it's a bad idea for cops to be the only ones with guns.  Having a gun really close is the only thing that might have saved this poor man.	NOT
@USER It was a nail biter	OFF
@USER Aww she is so beautiful as always	NOT
@USER @USER You mean like gun control policies to try to reduce school shootings?? Or just ones that you like?	NOT
Should of known she wouldnt show up! Only accuse is in the dems playbook! When will people start understanding that the radical have taken over the party!  #ConfirmKavanaugh #MAGA #WednesdayWisdom #FortTrump #1linewed	OFF
@USER @USER @USER @USER The Australian origins of Gun Control:  Paperback  URL  Kindle  URL	NOT
@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.	OFF
@USER fake news at it's finest just change name to antifa and chicken gropers news you can't use...	NOT
"@USER The touch makes him stiffen, hips pressing into that touch... I'm not a fair maiden to win and carry home, Barnes. I /bite/."" And yet, he is merely holding on, no longer unaccustomed to such man handling..."""	NOT
@USER Death to Jeremy Corbin by any means necessary !🤪👍	OFF
@USER @USER Actually you are wrong.  All of the numbers are substantially better under Trump and it's directly the effect of his tax cuts and deregulations.	NOT
@USER Or you are the wind between my cheeks!	NOT
@USER @USER But it’s so cute when conservatives try to do economy /	NOT
@USER @USER Wish u folks luck w that. I think you’re fucked though.. There will never be enough pro gun folks elected in California to turn the tide on gun control. The masses are convinced guns only equal bad.  They already tell u which &amp; how many guns you can buy.  Now ammo. What’s left?	OFF
@USER @USER Only cares about herself and how she looks doing it	NOT
@USER let me nigga fish in peace damn	OFF
@USER @USER A true ass statement right here	NOT
@USER do u have yuzusft face mod? i want it but i cant dl :o	NOT
@USER @USER You care about black men dying at the hands of racist cops? You care about the immigrants being kidnapped at the border? You care about the 3k Puerto Ricans that died? I figured you would bring up antifa. That says everything about you.	NOT
@USER You do remember 2 weeks ago the coach for the Maryland terps football squad......... I'm sure his parents thought the same thing coach was a Capricorn you Dick head....... You are in competent Stephen a Smith	NOT
@USER can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke	OFF
You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL	OFF
@USER No they are seeing how liberals are sleazballs and they are #WalkingAway	OFF
@USER @USER If he is innocent he should be vindicated and there should be penalties for false accusations also.	NOT
@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL	OFF
#TwitterShouldBe a place where everyone can have a voice- including conservatives. Less shadow-banning and throttling of conservative accounts - #FreedomOfSpeech  #Throwback #BenGarrison #cartoon  URL URL	NOT
@USER yeap she is politically a lame duck already dead politically	OFF
@USER You are ridiculous and need to retire!	OFF
"#Tories #Labour #GE2017 #Conservatives Conservatives URL will have a huge impact on building the affordable homes that thousands of people across the country desperately need.""  🗨️ David Orr, Chief Executive of the National H… URL"	NOT
@USER @USER Hope he is able to stay in the league	NOT
