data	labels
Die Weltmeisterschaft beginnt langsam! Holland macht Stimmung!	OTHER
@KoppOnline Die Türken dringen hier ein und wollen uns ihre Art zu |LBR| leben aufzwingen. Und beschimpfen unsere regierenden Weicheier |LBR| als Nazis.	OFFENSE
@iBlali @_bugx @TwitterDE Extremistische Moralritter bekommen immer blauen Haken.	OFFENSE
@Ninchen_ohne_Ka Galileo zufällig? Die haben uns letztens auch angefragt... Neeneenee	OTHER
#Followerpower!!! |LBR| Hallo, ihr Lieben! |LBR| Kennt sich jemand der hier Anwesenden im #Vereinsrecht aus? |LBR| Speziell mit #Sonderstimmrecht bei außerordentlichen #Vollversammlungen? |LBR| Bitte um RT und viele informative Antworten! |LBR| Danke!! <U+0001F5A4><U+2764>	OTHER
@kahrs Danke, das freut uns. :-) Weiterhin viel Spaß!	OTHER
"@JoachimFriede4 @Wintersohnx @DaRaschi Ja, aber manche Revolution war zu ""friedlich"", zu nachsichtig. Stichwort Stasi Akten!!!"	OTHER
@krippmarie Ja die machen das tatsächlich...ich könnte mir vorstellen sogar gegen ihren Willen....	OTHER
@itscz_org ich habe geschrieben Zwang GEZ und Inhalte ARD ZDF sind zu kritisieren	OTHER
@rubbersoul20 zum Beispiel Alice Schwarzer gerade aktuell in der WELT. Fand ich auch ein bisschen strange.	OTHER
@akkordeonistin Sowas, nicht antworten? Geht gar nicht...	OTHER
Fury, Du armes Würstel. 5 mm Bewegung an einem Revolver mit 9mm |LBR| Kaliber würden Dir Dein Maul sofort stopfen. Damit das klar ist.	OFFENSE
"2/2 Das Motto der Gedenkveranstaltung lautet schon seit Jahren „Aus der Geschichte lernen! Der Opfer gedenken! Die Zukunft gestalten frei von Antisemitismus, Rassismus, Faschismus und Krieg“."" |LBR| Beteiligt euch an der Mahnwache, sie ist wichtiger denn je! |LBR| #aachen #gedenken"	OTHER
@boell_stiftung Kleine Korrektur: Vanja hätte sich ohne Eintrag registrieren lassen können. Wollte es aber nicht.	OTHER
@UweK83442904 @GamemomManuela @blubberette Kann deutsche Deppen, die immer nur unangebracht lehrmeisternd Fingerzeigen und dabei tatsächlich immer nur relativieren, nichts benennen, so allen schadend und sich vor allem drückend, nicht mehr ausstehen. |LBR| Hau ab.	OFFENSE
@VBTorsten @MalteKaufmann Reicht dir das ? Die Rechtsbeugung ist ein Offizialdelikt , das bei Bekannt werden von der Staatanwaltschaft in jedem Fall , auch ohne Anzeige, verfolgt wird. Die AfD sollte es aber Anzeigen, da sie nicht umbedingt von reschtstaatlichem Verhalten ihr gegenüber ausgehen kann.	OTHER
#blockupy @Blockupy Polizei setzt wieder massiv Pfefferspray und Knüppel ein	OTHER
"@konkotenko Je nach Stadt und genauem Thema kann man auch auf bestehende Strukturen zurück greifen. Uns z.b., TRIQ bestimmt und andere """"Aufklärungsprojekte"""	OTHER
@dscheykopp @ECREA_eu Na sowas aber auch! :/) Danke für die Info!	OTHER
@AndreaG799 Ich sortiere auch einmal im Monat aus	OTHER
@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den Asylanten wie Puderzucker in den Hintern blasen.🌬	OFFENSE
@clyde261282 @DenkerWerner @Beatrix_vStorch @netzpolitik_org Und noch eines , bevor ich dich nachher blocken werde. Ich habe weder mit Hitler noch mit den Nationalsozialisten im Sinne derer von 1933-1945 auch nur ansatzweise etwas zu tun. Wenn du in der Schule aufgepasst hättest, dann wüsstest du , das Hitler ein Linker war.	OFFENSE
Würde ja gerne bei @SkyTicketDE bestellen, geht nur halt mal wieder nicht <U+0001F644>	OTHER
@China_Welt_News Ein Asylantrag der abgelehnt ist, darf nicht beanstandet werden! Basta! Dieser Blödsinn kostet Millionen und die Absahner tausende Anwälte!	OTHER
hm schade keiner war da :^)	OTHER
@oezoguz Egal was ihr tut oder sagt...bei nächster Gelegenheit kriegt ihr wieder eine „mitten in die Fresse rein“....😃😃	OFFENSE
Tofu predigen, aber so schnell wie möglich an die Fleischtöpfe wollen: Typisch grün!	OTHER
@krippmarie @jensspahn ..da versucht ein weiterer Überflüssiger sich vorzudrängeln ..?..😂😂	OFFENSE
nur damit das nicht falsch verstanden wird, ich muss von beidem kotzen	OTHER
Warum wurden die G20-Chaoten nicht sofort auf frischer Tat verhaftet? |LBR| Haben die Polizisten nur gefilmt? Waren sie zu feige für Festnahmen?	OTHER
@BernardGollas Du willst also nicht mehr twittern?	OTHER
@rponline @Rebellin70 Die Kölner sind Pfeifen...und nicht nur im Fußball....Köln ist am Ende. Köln ist durch und durch kanakisch..!	OFFENSE
"@KotzenderStern Ja! Nennt sich ""LSD ins Trinkwasser schütten""....<U+0001F60B>"	OTHER
@bullenschubser @MaicoTheMan @kokaxcola @wolkenfluff ich wusste bis der tweet rauskam von nichts tbh	OTHER
@Nilzenburger @MrsPepperoni Das hat nichts mit Nervosität zu tun- die Faschisten werden einfach nur selbstbewusster	OTHER
@selah002 ...sag das nicht! Ich habe jemanden in der Familie, die sich das bei vollem Bewusstsein und ohne Drogeneinfluss (entgegen oder gerade wegen aller Warnungen) stechen lassen hat...^^ |LBR| <U+0001F92F><U+0001F92F><U+0001F92F>	OTHER
Deutsche lieben Rattenfänger |LBR| Erst Hitler -&gt; zerstört Europa |LBR| Jetzt Merkel -&gt;zerstört Europa |LBR| Da hilft nur #AfD wählen	OFFENSE
@blacky3976 @InfoLeonhardt @MartinSchulz Jeder der anderes glaubt muss zum Arzt	OTHER
Merke: Die öffentlich getragene #Kippa ist natürlich eine unnötige Provokation, das öffentlich getragene #Kopftuch hingegen ein Zeichen von Vielfalt, das man notfalls einklagt. #Antisemitismus in der salonfähigen Version.	OTHER
"@mollemopp @Christophgiesa Wenn man den Unterschied zw. """"repräsentativer Demokratie"""" u wahrer Demokratie nicht kennt, sollte man schweigen 😜"	OTHER
@SPORT1_US Das war ein legaler Check , wir sind nicht bei den Memmen vom Fußball!	OFFENSE
Wenn die Scharia in Deutschland volle Geltung hat, darf die Bahn nicht mehr streiken! Manche Gestze Allahs machen schon einen Sinn!	OTHER
hat hier jemand einen outcall geschrieben? wer weiß das schon. <U+0001F60E>	OTHER
@sonneundmond1 Liebe @sonneundmond1, |LBR| daher dieser Kommentar und das Interview. Daher unser Vorgehen mittels Meldungen und Anzeigen gegen facebook und twitter-Kommentare. Daher die klare Positionierung und Berichterstattung über den Antisemitismus aller Seiten. Können wir mehr tun?	OTHER
@citius_fortius @NorgePrivacy Dieses Rattenpack gehört wirklich in die Löcher geprügelt, wie F.J. Strauß gesagt hat. Weg damit und gut !	OFFENSE
@AfD @Joerg_Meuthen Perfekt...Glückwunsch |LBR| Alles auf dem richtigen Weg...weiter so...!!	OTHER
@66Freedom66 Merkels Vasallen dieLügenpresse und Medien werden das wohl nicht senden dürfen!! Aber dafür wir um so mehr!!! |LBR| TEILEN!!!	OFFENSE
@Harald70199 Hat sich wohl schon abgesetzt.	OTHER
@_hinck @spdbt @larsklingbeil schade. das nächste mal meldest du dich rechtzeitig 👍	OTHER
Ich bin gegen Familiennachzug! |LBR| Weshalb sollen sich die Flüchtlinge erst hier zu Hause fühlen? Sobald der Krieg in ihren Ländern zu Ende ist sollen sie gefälligst wieder zurückkehren und ihr Land aufbauen. |LBR| Unsere Politiker sollten sich mal das Asylrecht durchlesen.	OTHER
@Margit030 @SirSchnee Wer schützt uns vor den Aids verseuchten Negern,werden die überhaupt untersucht ?Aber erst mal auf uns losgelassen!	OFFENSE
Wer hier Naziverhalten sieht, hat ein Rederecht. Auf dem Klo. |LBR| Scheisshausparolen gehören dort hin. Schon 1683 wurden die |LBR| Türken davongejagt.	OFFENSE
"""Zusammen sind wir(stark) #Deutschland"""" #TagderDeutschenEinheit. Gleich Ök.Gottesd., Festakt&amp;Empfang beim BP, dann #TagOffenenMoschee #mainz"	OTHER
Guten Morgen an alle, die hier schon länger leben |LBR| Eure Kanzlerin	OTHER
@badenfm @Die_Gruenen @KerstinAndreae Ich wollte schon immer ein bisschen südbadisch sein. Kommt gleich nach wendländisch :)	OTHER
"""@RalfPflug Dieses Miststück hat uns soviele Milliarden gekostet! Um sie endlich zu """"entsorgen"""" käme es auf ein paar Millionen nicht mehr an! Oder?"""	OFFENSE
@realGucciMinh Klar. Danach kannste dir direkt umsonst auch noch schlage abholen.	OTHER
@fbluecher @IsidorMeyer1 @knebel99 Ganz so einfach lässt es sich nicht darstellen. (War lange Jahre Offizier einer Spezialeinheit) 😜	OTHER
@tschlze @ismail_kupeli Siegmar Gabriel... und IHR wollt eine neue #GroKo??	OTHER
@focusonline Völlig falscher Ansatz. Fördert Altersarmut. Österreich und die Niederlande machen es seit langem vor. Jeder auch Politiker /Beamte zahlen ein. Der B.satz rauf auf 23% und die Altersarmut ist Geschichte.	OTHER
Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss. |LBR| Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?	OFFENSE
@peterroger17 @artepmobil @YouTube Frage an Breitbart, für wen arbeitet ihr ⁉️	OTHER
@HartmutSchrewe Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.	OTHER
@Heiko31086906 @Pat22344 Es kotzt einen nur noch an. Was ist mit Strafen wenn die Muslimischen Mädchen nicht mit zum Schwimmunterricht gehen, in eine Fabrik wo Schweinefleisch verarbeitet wird oder in eine Kirche zum Gottesdienst?	OFFENSE
Heute ist wieder die Schwarz-Rote Kneipe: Kein Schlussstrich mit dem NSU von Diskursiv Aachen. |LBR| #KeinSchlussstrich mit der Urteilsverkündung im #NSU Prozess.	OTHER
2041 An activist from the forest invited all people to join the resistance in the forest. Ein*e Aktivist*in lud alle Menschen dazu ein, sich am Widerstand im Forst zu beteiligen. #hambacherforst #hambibleibt #aachen	OTHER
Ditib Imame = Stasi der Türkei! |LBR| Neue Beweise von 2016 liegen den Medien und der Politik vor. |LBR| Was passiert? NIX! |LBR| Sofort RAUS aus D! 👇😠	OFFENSE
@Pingu Seit vergangener Legislaturperiode gibt es eine Regelung, die die Entwicklung der Diäten an die der Löhne bindet. Geht also nicht um Privileg, sondern um objektiven Maßstab. Ein neuer Bundestag muss diese Regelung innerhalb von drei Monaten bestätigen, damit sie weiter gilt.TL	OTHER
@Horrstn @Heiderosie 'Ne Idee, wie wir, also du und ich, das wirkungsvoll verhindern können?	OTHER
@HahnwaldJens @FEShistory „ An alle denkfähigen Wähler und Wählerinnen“. — super ausgedrückt VOR 100 JAHREN !	OTHER
@focusonline Damit ist die SPD gut beraten.	OTHER
Wer kommt? Am Sonntag um 10 Uhr feiert Kardinal Marx ein Pontifikalamt in der Stiftskirche St. Martin in Landshut. #LandshuterHochzeit	OTHER
Bin in Hamburg und komme mir vor als hätten sie Afrika und die Türkei zusammengelegt. Fürchterlich, ich möchte wieder aufs Land.	OTHER
Die Islamisierung Europas ist weit fortgeschritten. |LBR| Null Zinsen fürs Geld. ( Zumindest für Arme und Mittelstand) |LBR| Dank SPD und EZB	OFFENSE
Guten Morgen nach Berlin. Viel Erfolg bei Den AfD-Großaufmarsch am 27. Mai in Berlin verhindern! #b2705 #noafd	OTHER
Den Türken ist die Souveränität der Niederlande egal. Sie wollen dort |LBR| bestimmen. So geht das nicht. Ausweisen, wem das nicht passt.	OTHER
@DPolGHH @DPolGBerlin @BZ_NachtFloh Das ist keine Satire a la @heuteshow - |LBR| Das ist genau die Gruppe von jungen (Migranten-) Menschen,bei denen ich und meine Tochter die Strassenseite wechsle. Man kann sich deren Aggressivität und vermeintl Erhabenheit kaum vorstellen. |LBR| @AfD	OFFENSE
@BILD Lasst die ISIS-Schlampe wo sie ist.Ein Gefährder weniger.	OFFENSE
Kommunisten sind für die Zerschlagung des Kapitalismus parallel dazu rennen sie zu McDonald's und kaufen sich die neuesten Handys	OTHER
"""Tunesiens Aussenminister gegen """"Lager"""" - Recht hat er. Flüchtlingsursachenbekäpmfung ist viel mehr als moderne Ghetthos, EU mitfinaziert"""	OTHER
Aus Anlass des #IDAHOT2017 findet heute um 19 Uhr auf dem Hamburger Rathausmarkt wieder ein Rainbowflash statt. Wir sind dabei - ihr auch?	OTHER
Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung. |LBR| Das ist hinterfotzig. In Deutschland gibt es auch Terroranschläge.	OFFENSE
@AxelKirk1 @CDU @rbrinkhaus @cducsubt Partei?Nix Partei,die CDU ist eine ganz üble Sekte!!!	OFFENSE
@Eckleben Das sozialistische Regime von #Maduro hat bereits einen Großteil der diesjährigen Ölförderung an China und Russland verpfändet |LBR| #Venezuela ist pleite und über beide Ohren verschuldet. Ob jetzt in #Reminbi oder in #Dollar ist unerheblich, sind beides frei konvertierbare Währungen	OTHER
Dinge, die ich irgendwann mal ohne Probleme können will: auf der E-Gitarre neue Saiten aufziehen <U+0001F612>	OTHER
@RT_Deutsch Warum steht eigentlich @rt_deutsch auf Seiten der menschenverachtenden sozialistischen #Gewaltdiktatur dieses Verbrechers #Maduro?!?	OTHER
@AkifPirincci Es gibt in Deutschland nur eine Art von Flüchtling und das ist der Wirtschaftsflü. ! Alle Kriegsfl. sind durch sichere 3tstaat. gereist!	OFFENSE
@Jala_varietas @Titania0001 @blacknarga300 @damian_tamwood @AliCologne Habe ich etwas von Rechtsextrem erwähnt?? |LBR| Die erwähnten Maßnahmen sind Symptombekämpfung und keine Lösung für das Problem das unser Volk hat❗️	OTHER
Was nützt Dir eigentlich die ganze großartige,undifferenzierte Diversity |LBR| wenn |LBR| Du |LBR| tot |LBR| bist |LBR| #NewYork	OTHER
@ismail_kupeli #Assad ist noch viel harmloser als #Türken 😳 das ist die bittere Wahrheit!!!	OFFENSE
Die Anträge sind durch ... #aksynode16 #aksynode	OTHER
@SophieFee2 @FAZ_NET ja es sind die kleinen Dinge im Leben ...die den Kohl fett machen …. zum Beispiel das man in einem Roman keinen echten Personen falsche Zitate in den Mund legt !^^	OTHER
@deutsch365 Dem Deutschen sollen all seine finanziellen Grundlagen genommen werden , damit er noch nicht mal mehr die Möglichkeit hat, sich hier abzusetzen wenn die Flüchtlingslawine weiter rollt. Deutschland ist dem Untergang geweiht	OFFENSE
@OddNina Sehr schön, auch sowas zu hören! Carpe diem!	OTHER
@LenaSakuraBlume Nicht immer alles verwechseln. #Venezuela ist weder #Russland noch die #Ukraine.	OTHER
Afghanistan ist ein sicheres Land, wenn Deutschland, England u. |LBR| Frankreich als sicher bezeichnet werden. Leider gab es Anschläge.	OTHER
@_nasir_ahmad_ Bin ich rechts wenn ich der denke , das eine Vermischung der Völker nicht wie jetzt stattfinden darf in dem man versucht ,Kulturen zu zerstören zugunsten irgendwelcher Kriminellen Religionen die von kriminellen Regierungen manipuliert werden um ein Volk leichter zu manipulieren ?	OFFENSE
Stern TV Deutschland Hetze vom feinsten. Jetzt auf RTL. |LBR| @SternTV	OTHER
@ThomasVerheugen Dein Tweet ist nicht verfügbar - nur als Hinweis. Kaum eingestellt - schon gesperrt?	OTHER
@Trinchen312 @bine1007 @Grace30714933 @_Migraene_ @CoYoSilver @ph_phanuel @RalfTHeuer @Venum27004632 @chris_98763 @ChisNoria @assassina36 @wellejena @Bibby182 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @LouisPeterle @machata9 @Ich_hake_nach @n59_puppche @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @freitweeter @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @MadameSchwarzi @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @willplaat @2018Wahrheit Bist unter Freunden. Deshalb reagieren sie auch etwas dupiert.	OTHER
Käffchenpause....	OTHER
@Telekom_hilft Ja! Ich HABE Langeweile! |LBR| Und diese nennt sich @Telekom_hilft !! |LBR| Sie kleine vegane Binsen-Wombatsine!!	OFFENSE
@waldruhe @Suesse_Schnitte Für die sind die ja auch nicht zuständig, noch nicht bemerkt ‼️	OTHER
@motikat @Korallenherz @ARDde Aber den Bericht sehe ich dort nicht. Er hieß: Ein Warlord als Türsteher zur Hölle. Wenn ihr den zufällig findet, bitte an uns.	OTHER
Parallelgesellschaft: Das eigentliche politische Ziel der #Moscheesteuer ist gar nicht die Verhinderung ausländischer Finanzierung, sondern die Rechtserlaubnis für islamische Körperschaften. Damit dürften diese als Dienstherren das deutsche Arbeitsrecht durch die Sharia ersetzen.	OTHER
@ultrabreit Hey, du hast Stil. Tolles neues Foto übrigens 😘	OTHER
Merkel redet von Afrika, soll Sie mal aufpassen das China nicht Afrika aufkauft!	OTHER
Erstmal Hochachtung vor @AusRaus. Den Rest den Gegenprotests in Dresden kann man einfach knicken. Da war nix dagegen. #herzstatthetze hätte auch an jedem anderen Tag stattfinden können. Pegida war davon völlig ungestört und damit unbeeindruckt. Und somit war es wirkungslos.	OTHER
Die Hetzer der ÖR Medien haben wieder Hochkonjunktur dieses ganze Schweinejournalisten Pack gehört entsorgt und dass schnellstmöglich |LBR| AFD	OFFENSE
@Korallenherz Ist das wirklich das produktivste was du hinzuzufügen hast, während wir ein Zimmer für eine geflüchtete Person suchen?	OTHER
@Holger_Lucius Merkel reiht sich nahtlos in die Kette deutscher Diktatoren ein, die allesamt ihre Biographien schönen ließen 😜	OFFENSE
Panik, der #Wetterwandel schlägt Morgen mal wieder voll zu.	OTHER
In #Aachen &amp; #Bonn fanden heute zeitgleich Demos statt. In Bonn demonstrierten mehrere hundert Menschen gg eine Demo d. #Identitären. in Aachen nahmen knapp 120 Menschen an d. Demo gg Rechtsruck &amp; staatl. Repression teil. Nachbericht &amp; Fotos folgen. #ac1811 #antirepac #bn1811	OTHER
Ihr FICKER!! |LBR| oh. Doch nicht.	OFFENSE
@Icke41 @ProSiebenMAXX Ich bin dabei und nehme die langen Gesichter der Family in kauf!	OTHER
@Damuc110 Passen doch aber zum Niveau der Sendung. Publikum und Inhalt haben hier das gleich niedrige Niveau! #ibes	OFFENSE
@hortarimar @Georg_Pazderski Wir sind keine islamische Organisation, sondern ein säkularer Verband.	OTHER
@Disfosgen Gab es dafür die Umarmung?<U+0001F602><U+0001F602>	OTHER
@Hartes_Geld Kriegsflüchtlinge werden in Sklavenflüchtlinge umgetauft...das kann nur unsere Kanzlerin...😃😃	OTHER
@myrkwaldr Ich war 34 und kann den heutigen Dreck sehr gut beurteilen 😜	OTHER
@anna_IIna @GiKi56534206 Dieses Schwein darf nicht abgeschoben werden...noch nicht...der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub. |LBR| Dafür bezahle ich gerne extra...!	OFFENSE
Nach dem Selbstmord dieser missbrauchten kranken #Greta wird die Medienmaschine dann noch einmal angeworfen werden. |LBR| Was für ein perverser Scheiß dieser #Klimafaschismus ist, unfassbar.	OFFENSE
@derherrgott Sorry Gott, ist mir so raus gerutscht...	OTHER
@BILD Nicht doch! Russen und Chinesen einladen, dann knickt der Imperialist schon ein!	OTHER
#Altkatholisch auf @kirchentag_de heute: 15 h Ökum. Frauengottesdienst/Pfingstkirche &amp; 16 h Podiumsdisk. Armut in Deutschland/St. Augustin	OTHER
@ainyrockstar Multikulti geht nicht mit Moslems!!!!!!!	OFFENSE
"""@DanielSeuffert Jede Staatsanwaltschaft kann s.g. """"hausintern"""" Vorermittlungen einleiten. Allein mit Dummheit ist der BER nicht zu begründen"""	OTHER
@AfD_Thueringen @vanBerlichingen Sag mal glaubt ihr allen Ernstes die Kacke dieser sogenannten Umfragen, mal ehrlich??	OFFENSE
Ausnahmezustand, Massenverhaftungen und Aufhebung der Menschenrechte (für Kurdinnen und Oppositionelle galten die ohnehin nie)	OTHER
Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??	OFFENSE
In England wird die Meinungsfreiheit noch groß geschrieben auch ein Grund für den Brexit.	OTHER
@helllud123 Hinterlader Kahrs, n ganz übler Geselle,will wohl das Stegner-Männchen topen <U+0001F923>	OFFENSE
Grünen gehen die CO2-Werte noch nicht weit genug. 100 Lungenärzte sagen diese Grenze ist Unsinn. Unverschämt, wie können diese Wissenschaftler und Ärzte unseren allwissenden, hoch gebildeten, Studienabbrechern von den Grünen widersprechen, etwas mehr Respekt bitte!!!	OFFENSE
Bischof Ring erbittet Zustimmung bzgl. gegenseitiger Zulassung #Patenamt &amp; Anerkennung #Firmung/#Konfirmation mit Ev. Kirche #aksynode16	OTHER
Die zauberhafte Zugansage hat uns grade geweckt.Wir sehen die ersten Lichter der Stadt! #Sonderzug #M18 #Blockupy #wirsehenunsimmorgengrauen	OTHER
Ich will auch mal wieder einen von euch PISSERN blocken! |LBR| Freiwillige vor!!	OFFENSE
@RNZonline Da wird wieder einmal observiert bis er untergetaucht ist !	OTHER
@focusonline Grüne gehören einfach nicht in Regierungs Verantwortung. Schon gar nicht diese Ost Schabracke	OFFENSE
"""CSU gibt in Obergrenzen-Debatte nach"""" &gt; Hauptsache MACHT, was interessiert da schon die Meinung des eigenen Volkes 😜"	OTHER
@Blockupy #blockupy #repression #polizeigewalt: Zeigt euch solidarisch! Organisiert Soli-Aktionen in euren Städten!	OTHER
@plasticfinger Hahaha, ich fasse es nicht. 😲	OTHER
@161Schlotle Sehr schön! Willkommen zurück! |LBR| <U+0001F5A4><U+2764>	OTHER
Als ergänzende Information: Diese Werbung ist nicht mehr vorhanden. Wurde bereits überprüft, nachdem die DB mitgeteilt hat, die rechtsextreme Onlineplattform auf eine Blockliste zu setzen.	OTHER
Eine bürgerliche Mehrheit ist machbar, wenn man den klaren Kurs der CSU unterstützt. #btw17	OTHER
@COMPACTMagazin So kann diese „Alternativlose“ ihr unverantwortliches, katastrophales Flüchtlingschaos legalisieren!	OFFENSE
In #Wien laufen die Vorbereitungen bereits auf Hochtouren. |LBR| 5 Tage noch.	OTHER
TRAUE KEINEM MOSLEM,denn der KORAN befiehlt die LÜGE !!! Für aufgeklärte Menschen kann es keinen muslimischen Freund geben ! Fakt !	OFFENSE
Immer lächerlicher verdrehen die grün unterwanderten öffentlich-rechtlichen Sender jede innen- oder außenpolitische Nachricht zum Schicksalskampf von gut (=links) gegen böse. Deutschlands Staatsjournalisten sind in den offenen Kriegszustand mit der Wahrheit eingetreten.	OFFENSE
Soziales |LBR| „Uns geht es gut wie nie“: Altersarmut nimmt drastisch zu |LBR| Von Victoria - 26. Juni 2017 3 367	OTHER
#USA hat tatsächlich einen Wahnsinnigen als Präsident. |LBR| Und die Welt unterstützt ihn noch bei Kriegstreiberei	OFFENSE
@Emmycollects @HaraldPetermann @hans_obermeier Und was haben die Bleichgesichter dort verloren? Buntuwanderung findet seit Jahrtausenden statt, weil sie als Viehzüchter immer wieder neues Weideland brauchen, während es der weiße man ebenfalls für sich beansprucht!	OFFENSE
"@tazgezwitscher Dieses linksradikale Hetzblatt gehört doch eh verboten. Da les ich lieber neutrale, unabhängige, objektive Zeitungen wie ""Junge Freiheit"" oder ""Compact""."	OFFENSE
Das Reich der 7 Höfe von Sarah J Maas ist bei mir eingezogen. Als Hardcover. Ich bin gespannt, ob es mich in die Fantasywelt locken kann :-).	OTHER
Ich werde weiter Grinden was wollt ihr machen ihr Kommunisten und Antifas	OTHER
Seit der Pinochet Junta in Chile 1973 gehören #Neoliberalismus und #Faschismus zusammen. Der neue brasilianische Wirtschaftsminister wirkte unter #Pinochet als Dozent, seine Pläne ähneln der Wirtschaftspolitik während der chilenischen Diktatur, ausgearbeitet von den Chicago Boys	OTHER
@ueberalltv Hübscher Trick.... den Drachen herbeifantasieren damit man ihn bekämpfen kann.... sorry aber das ist mir bissel zu Nazi..	OFFENSE
Sonntag, 14.10. Thorsten Polleit, der als Präsident der deutschen Abteilung des Ludwig von Mises Institut Deutschland, den rechts-libertären zugeordnet werden kann. |LBR| Ihr wisst schon, das sind diese rechten Staatenhasser. |LBR| #nonazis #niewieder	OTHER
"@timhall42 @delarabur @spdde @BayernSPD Unsinn. In der SPD gibt es über 440.000 Meinungen. Oder wie es Hans-Jochen Vogel, SPD-Vorsitzender 1987-1991, sagt: ""Die Partei, die hundertprozentig meinen Vorstellungen entsprach, hätte wahrscheinlich nur aus mir selbst bestanden."""	OTHER
(2) In den vergangenen Jahren haben wir viel getan, um Frauen besser zu schützen. Gegen Stalker können Behörden früher einschreiten. Und der Grundsatz „Nein-heißt-Nein“ stellt klar: Wer erkennt, dass eine Frau keinen Sex will, sich aber darüber hinwegsetzt, macht sich strafbar.	OTHER
@DirkHafermann Grüner Scheiss ,wer sitzt hat keine Rechte mehr!	OFFENSE
„Denen geht es um x Prozent mehr Gehalt. Da lachen sich die Pfleger doch kaputt.“ |LBR| Schmutz, wer sowas sagt.	OFFENSE
@AxelFlasbarth Oh, danke für den Hinweis! Die Quelle war da irgendwie missverständlich. Ich finde den Artikel aber gerade auch nicht mehr. <U+0001F914>	OTHER
@Joemino @st3pp3nwQlf Ich weiß das sich am Thema nichts geändert hat, aber selbst ich hab gesehen das dieser Bericht von 2009 ist.	OTHER
@janboehm Amish dürfen doch keine Handys benutzen <U+0001F9D0>	OTHER
@FraukePetry @Tinimaus1110 Wir müssen zulegen und Merkel vernichten!!!	OFFENSE
@drumheadberlin @BILD Man will uns tatsächlich weiß machen sie seien in ihr Heimatland ausgereist....die Märchenerzähler gehn in die nächste Runde...	OTHER
@Ich_hake_nach @Trinchen312 @_Migraene_ @Grace30714933 @CoYoSilver @ph_phanuel @RalfTHeuer @Venum27004632 @chris_98763 @ChisNoria @assassina36 @wellejena @Bibby182 @bine1007 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @LouisPeterle @machata9 @n59_puppche @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @freitweeter @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @MadameSchwarzi @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @willplaat @2018Wahrheit Wir würden sehr alt aussehen hätten wir nicht die Widerständler im Osten. |LBR| Kann das gar nicht hoch genug hängen. |LBR| Dennoch gibt es da rote Enklaven. Brandenburg ist so eine.	OTHER
@China_Welt_News Gibt wohl keinen DEUTSCHEN Fußballspieler mehr?	OTHER
@TichysEinblick @st3pp3nwQlf Wer heute noch glaubt das Politiker das Volk vertreten. Der glaubt auch das Zitronenfalter, Zitronen falten.	OTHER
"Wir laden ein: Film """"The Awakening“ (ca. 40 min.) + anschließende Diskussion mit RAin N. Bislimi 15.03., 19 Uhr, Bahnhof Langendreer, Bochum"	OTHER
#Frauenhäuser hoffnungslos überfüllt. Mittlerweile werden deutsche Frauen die Hilfe brauchen abgewiesen, weil nicht genug Plätze vorhanden sind. Ausländische Frauen belegen deutsche Frauenhäuser. 🤐	OFFENSE
@MiriamOzen Ich würde Grüne mit einem Geschwür am Arsch der Welt bezeichnen. Ist aber meine persönliche Meinung. Ein Geschwür kann einen Körper zerstören oder ein ganzes Land.	OFFENSE
@watchingyou81 Nur weil man nicht an das Märchen vom 16-jährigen Mädchen glaubt, das in Eigenregie den Planeten retten möchte?<U+0001F914>	OTHER
s/o an @_pausbaeckchen von vor 7 jahren	OTHER
@FrlUrban Die Gewinnerin wählt aus - manchmal nur die Größe - manchmal generell aus dem gesamten Shop. Freie Auswahl und so... ;-)	OTHER
Wenn die Afrikaner merken, dass uneingeladene Gäste konsequent in |LBR| Deutschland nicht aufgenommen werden, hat das doch positive |LBR| Auswirkungen.	OTHER
