label	text_a	rule
0	To je istina 😊	
0	istina !!! žene kemikalijama čiste prostor zbog kao bakterija i prašine a djeca sve udišu, slabo izlaze u dvorište, dodaš djetetu 10 vrećica čipsa i kviki grica nagariš mu tv i ajmooooo 	
0	"Budući da sam počeo s online poslom, svakih 30 minuta zarađujem 150 dolara. Nevjerojattna stvar je da je jedino što je potrebno je jednostavno tipkanje vještine i pristup internetu. sve je to bilo istina i potpuno je promijenilo moj život. Ovdje sam počeo

>>>>>>>>>>>>>>>>>>>> w­w­w.I­n­t­e­r­N­e­t­4­3.C­o­m"	1
0	pa nece kod mene doc kad znaju da tamo nema nista	
0	Nema boga.	
1	Dobro je mene mater odgojila,zato me i ljuti kad netko ne prihvaća odgovornost za svoja djela,i podržava ubojstvo svoga djeteta!svoga djeteta!?koliko bi parova zeljelo imat djecu a ne mogu,vi svoju zelite ubiti.ponavljam jo&scaron; glasnije: P Vam M	6
0	Zašto igramo s golmanom ? Zašto ne igramo 7 na 6 ????	
0	Očito na 24 sata su različite mogućnosti. Članak je bez mogućnosti komentiranja, kao i za Marijana Hanžekovića odvjetnika.	1
1	Fuj	8
0	U tom centru samo uhljebi.	
0	Je, to je najmanje kaj možemo učiniti za njih 😋	1
0	Samo jako AP	
0	Ceka direktivu iz HDZa za odgovor.	
1	Koja budaletina, taj bi hrčaka učinio agresivce i opasnim. Treba ga poslati na liječenje, oduzeti mu neka građanska prava (glasanje i pravo da bude biran) i zabraniti posjedovati ikakvu životinji kao i bilo koje oružje.	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od Kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

------>>>> www.WebJob33.Com"	1
1	"""novinarstvo"" koje ovi uporno brane je toliko ljigavo i pokvareno da bi im trebalo zabraniti istupe doživotno........a ovaj je ogledni primjerak širenja kuge i kolere.......bez skandala niti prognoza vremena ne izlazi u listu......"	8
0	"Ovo je najbolji posao koji Google sada plaća.Dobio sam prvi mjesec od 27936 euRA za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam kući odnio najmanje 7645 eura na 9264 eura tjedno.

------->>>>>>>> www.WebJob33.Com"	1
0	Nisu svi muslimani teroristi,nego je svaki terorist musliman .	1
0	Ne. Grb sa prvim bijelim poljem je puno stariji od ustaša i ne može ga se isključivo uz njih vezati...no, ako je u kombinaciji sa U onda se zna na što se cilja.	
0	"GooglE sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

-------->>>>> www.WebJob33.Com"	1
0	Napisao na dva komentara da jednostavno opada potpora žz zbog toga sto njihovi glasači iseljavaju jer nema nade...oba su mi izbrisali hahahaha jadni li su	1
0	Ljudi nisu normalni stvarno. Prošlo ljeto na Zakintosu nisam mogla gledati ljude kako na samom kraju one klisure vise i naslikavaju se po sto fotki, a nekoliko metara dalje spomen ploča za dečka od 21 g koji je na isti način nastradao tamo... I bilo ih je još nekoliko, ali lajk je lajk	
0	Ne pije vodu sad ovo izvinjenje i poredjenje...Inače,ona 200.000 pratilaca,ti 30.000 sad ćeš malo skočiti al na jadan način...Koja šala na tvoj,ti curo što si htela to si i proizvela,samo što to pokazuje kakva si osoba,sujeta,zavist,ljubomora...to ko ima,toga to izjeda...U biti vi i jeste slične,samo što si ti sa ovim sebe spustila još niže a htela si nju...izazvala si kontraefekat...vraća ti se kao bumerang...	
0	"Google sada plaća $ 19000 do $ 24000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovoG posla.

------------>>>>> www.WebJob33.Com"	1
0	Što god napišem iskreno, slijedi žuti, crveni, doživotna blokada... Pa ću samo reći, a micek... Ili micekica... :)	
1	Matéo Kosovo je srbija bilo a i bit ce. A ti si vjerovatno balavac jos imas da ucis . A Sto se tice rata u hr po môme srbi iz srbije nisu imali sta da rade u hr a Hrvati su trebali da garantujem da nece biti Opet Jasenovca i ustasa i sve bi bilo drugacije.	8
0	Istina, ali provokacija je sama činjenica da je neki glavonja odredio da hrvatski klubovi igraju u nekim regionalnim ligama 	
0	Opet netko u sudstvu nije odradio svoj posao za koji je i predobro plaćen.	
0	i kako napreduje izgradnja morske ceste od santi leda na relaciji split ancona? https://www.jutarnji.hr/vijesti/hrvatska/moje-ce-platforme-omoguciti-cestu-od-leda-split-ancona-revolucionarni-projekt-novog-vlasnika-brodosplita/1151381/	1
0	"Jel bu vam dosta samo tak ""malo?"" Kaj u ovom narodu ima još koja kuna za iscijedit? Sram vas bilo, sebi digli plaće, pak kupujete nove aute, a bum po sirotinji. Došli buju izbori..."	
0	O bože spasi nas....	
0	"Google sada plaća $ 5000 do $ 10000 tjedno za rad na mreži od kuće. Moj bankovni ček u prošlom mjesecu bbio je $ 28936 Operativnim online.i'am redovitim studentom i radim 3 sata svaki dan na laptopu. ovu izvanrednu priliku da zaradite dodatni novac od kuće. Ovaj dodatni novac promijenio je moj život na mnogo načina, hvala! Pročitajte više na ovoj web-lokaciji..

>>>>>>>>>>>>>>>>> w­­w­­w.W­­e­­b­­J­­o­­b­­9­­9.C­­o­­m"	1
0	A to kao nije slučaj u drugim strankama.	
0	"16. min. nedosuđeni penal .....

""- Ukoliko igrač namjernim igranjem rukom onemogući suparničkoj momčadi postizanje pogotka ili izglednu priliku za postizanje pogotka, mora biti isključen bez obzira gdje se prekršaj dogodio."""	
1	Jebo ga kitič	6
1	Daj se odi ubiti...	3
0	Hhhhaaaa pa hrvate Niko ne moze  vise poniziti u svijetu négo oni Sami	
1	Prirodna selekcija spora ali ucinkovita	8
0	Veoma malo je osuđen.	
0	"Izrađujem više OD 9 tisuća dolara mjesečno radeći skraćeno radno vrijeme.Čula sam da mi drugi ljudi govore koliko novca mogu zaraditi na internetu, pa sam odlučio da ga pogledam.Pa,počinjem raditi i potpuno mijenjam svoj život.

====>>>> www.WebJob33.Com"	1
0	"To je ta poznata antifasisticka ""kultura"""	
1	Demetra se već puno puta dokazala kao ograničena.	8
0	Voce i povrce ako nije tvoje domace, isto je otrovno jer je puno pesticida.	
0	Ercegovci i podzemlje	5
0	"Bilo vam je tako dobro da ste se slikali za javnost!Kolko moraš biti umišljen da ne vidiš da neke stvari(zato jer ih kao ja ""radim"")nemaju nimalo stila,zanimljivosti,jadno,šuplje...žao mi lika,taj kao da je sa mamom oženjen,ovo,ono,tamo i tako,jesi ćuo sine!"	
0	Ui..koliko mi se tada svidjela ova haljina, što ju je Julia Roberts nosila lada je dobila Oskara.  😍 U vraga sam se bila pretvorila dok je nisam stvorila. Još je imam!!! 	
1	Koji cirkus jbt.... I da je oziljak za zauvijek tko ce ikad znat il ce ga bolit kurac dal je to uopce u i dal to ajmo ga nazvat u znaci ustasa.. Mala ono me drami.. Napravili frku koda je netko nekoga ubio.. FAK.. Opustite se ljudi.. I naravno da je gnjusni cin za svaku,apsolutno svaku osudu.... Stari moj cime se danasnji narod i javnost bavi	6
0	Stipe, javi kad postaviš štandove za prikupljanje potpisa. Predlažem Jožu Manolića za voditelja kampanje	
1	Ajde vise u 3 picke materine. Odite si na privatne poruke a ne da spammate ko glupani.	6
1	GlupacaA hahah	8
0	I SAD NEK SE NETKO JAVI DA ISLAMISTI NE TRAŽE FAJT JER KATOLIČKI SVJET VJERUJEM NEČE TO DUGO TRPJETI........	7
1	Ne, to su tvoje Ustaše i NDH fašisti.	8
0	Slovenija	
0	Nevjerojatno da čovjek može tako nisko spasti da postane homoseksualac?!	
0	"""Najbolja zaštita koju svaka žena može imati je hrabrost"".
                                                                           Elizabeth C.S"	1
0	Tošić je upravo objavio njihovu zajedničku sliku, te očito nema namjeru s ostatkom rulje kamenovati svoju ženu i majku svoje djece. Svaka mu čast, za razliku od nje, ima mozak. Sigurna sam, da će je se rješiti, ali ne sada i u svoja 4 zida. Lik je i za nju i za ovog rahitičnog i granično inteligentnog, a očito nestabilnog musavca, gospodin.	
0	Septička jama još ima u prekršajnom zakonu kazne propisane u DEM, a htjeli bi euro? Kakav vic. Treba prvo počistiti septičku pa onda razmišljati u naprijed.	5
0	Nakon doktorata, vjerujemo kako će nepismeni Batman iz Pogane Vlake dobiti Nobela za znanost...	
0	Kako su migranti ušli u BiH.	
0	Bećiri, pravi Hrvat.	1
0	izmi&scaron;ljene priče lažirane slike sve rade samo da bi ogadile mu&scaron;ki rod	1
0	Samo polako i oprezno.Imamo povoljan rezultat iz prve utakmice i pred nama je tekma u gostima.Odlično bi bilo postići barem 1 pogodak jer onda Benfici za prolaz trebaju 3...U svakom slučaju sretno Dinamo pa kako bude !!	
1	Cestitam. U hrpi retarda na ovom portalu, ekspresno si se izdvojio kao jedan od vodecih.	8
0	Masa ljudi to tako rijesi...ne samo ti ;)	
0	"Evo ovdje je autentični video od minute https://www.blic.rs/vesti/svet/novi-zeland-dzamija-napad-napadac/0cw8wm5

Ovo je jedino gdje postoji video snimka, drugdje su već obrisali a ne bi trebali, jer pročitaj moj komentar!

Greška svih ovih je što bježe od njega a nemaju kamo.

Lik mijenja okvire ili odbacuje pušku, dakle u tom je trenutku ranjiv.

A drugo je da koristi dugo oružje u zatvrenom prostoru.

Na 0:55 na dalje ubojica se okreća u lijevu stranu a kraj njega protrči muškarac u hodnik i nakon toga ga ovaj ubije s leđa, umjesto da je krenuo na ubojicu s dugom cijevi, jer bi jedino tada imao neke šanse, jer uhvatiš pušku s jednom ili dvije ruke i pohrvaš se s ubojicom, to mu je bila jedina šansa a ne bjeg na pola metra od njega i onda mu daješ priliku da te upuca s leđa u dugom hodniku.

No to je stvar psihologije, ako logično razmišljaš bijeg nije uopće rješenje u takvim situacijama, no lako je naknadno biti pametan, ali zato sam protiv da se ovaj video uklanja iz javnosti, jer se iz njega može puno toga naučiti."	1
0	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla. ==>>>>> www.WebJob33.Com	1
0	Tioična Njemačka stara škola . Imaju jedan novčanik za kovanice , a drugi za papirnati novac	
0	Znam da su ti trn u oku, pa porazili su te ain hahah	
0	Unutarstrancka stvar, oni su barem organizirani za razliku od SDP gdje puca na sve strane	5
0	"neka david počiva u miru.mi smo u Hrvatskoj.zašto nas""bombadirate "" vijestima iz srbije i ""republike srpske"" koga to zanima poći če na njihove portale. mislim da su oni nas dosta bombardirali,ali bez ""  "" navodnika."	
1	Nema &scaron;ta, stvarno su najveći klub u Hrvatskoj...hahahaha, govno bi pojeli za &scaron;ačicu eura🤣	8
0	Istina je.	
0	"Ako ja upoznam puno ljudi i ""nijedan nije normalan"", jel se ne bih ja onda trebao zapitati kakav sam ja ustvari?"	
1	Bolje gledat pornić nego dosadnog nastavnika!	8
0	Kad bi se ovakvi ignorirali, kao i mesari iz Splita, dobar dio naprednjaka, poput Klauškog, A.Tomića,Glavaševića,Rašete bi izgubili smisao postojanja, vidiš kako se reagira promptno na ove gluposti, kad uvrijediš cijelu naciju, poput poljudske svastike, ne nađu se počinitelji, a naciji se sudi!	
1	krepaj žabaru!	3
0	Kakav ufc? Samo je jedan Posljednji imperator	1
0	Ima se može se	
1	Nemaju oni jaja, a ni trunke mozga...samo svoje guzice gledaju.	8
0	Svakom kavom koju popijem u kafiću dam 2 kune za Uljanik. 	
0	hahahahah.Zalac gotova si.Netko te ozbiljno zeli maknut iz politike.Mnogima si trn u oku.Dobit ces otkaz ovako ili onako.	1
0	Svaka čast.  Sad bi isto tako tribalo još hiljadu građana doniti kapsele (makar kartonske) pred sabor za svakog političara po jedan ili dva.  Jedan za njega, a drugi za njegov lopovluk ako bi uspija stat u njega.	
1	Ovi &quot;novinari&quot; 24h do&scaron;ljaci iz bosne i ostalih balkanskih pripizdina jednostavno su toliko jadni kad ovakve tekstove objavjuju da je to suvi&scaron;no komentirat.	8
1	neostvareni,neiživljeni pe**ri i jesu najveći neprijatelji lipe naše...	3
0	ovo je 150. članak o ovom liku u 2 dana, ko je on da dobiva tolko medijskog prostora, čuj igrač nantesa hahaha	
0	Tuzno i nesretno ce biti bez velikog pjevaca i covjeka.Takav vise nece postojati.R.I.P	
0	Manje od 5000 gledatelja. Vi&scaron;e ih je u lisinskom na koncertu tereze kesovije. GNK najgledaniji komunistički klub u ovom dijelu europe!	5
0	"""Tvrdi da je razlog osveta, jer je u ono vrijeme otkrio skriveno oružje u domovima nekih ljudi koji su živjeli u SAO Krajini."" Kakvoj SAO krajini? Jel to onaj dio koji fufljavi spominje cijelo vrijeme,a nalazi se na podrucju i dio je RH? Jel to vi iz 24sata priznajete postojanje nekakve SAO krajine?"	
0	250.000? Po toj brojci svatko tko popije jednu pivu dnevno je alkoholičar...	
0	Što će biti kada više neće imati što rasprodati i podijeliti?	
1	Pi*je, preživio sam rat, tu vašu krizu 2008, odblokiran nisam nikad ni bio, preživio sam i Jadranku Kosor kao premijerku...... Ajde pi*ke! Udrite na stijenu...	8
0	Svi ti jako konzervativni likovi,koliko god bili nazadni ,na razini 18-19 stoljeća,voze najnovije mercedese,skupocjene jahte i slićno..Pa kad ste tako jako utemeljeni u tradiciji zar nebi bilo logićno da onda putujete devama ,vozite se jedrenjacima iz 18 stoljeća i živite u šatorima na rubu pustinje...Šta ste tako licemjerni......	
1	Ko bi platija nju? Povraća mi se kad je vidin	8
0	"Da li bi novinari prije zapaslenje trebali obaviti psiho pre
glede.  Ako neko zna"	1
0	živjela demokracija .. sve korupcija i lov u mutnom.. sretno 	
0	Svaka čast momcima, al svaka čast i vama, vi ste Svjetski prvaci, vi ste Svjetski prvaci	
0	Ahahaha, ajd jbg😂nija bitan ton i glas, nego namjera😉😂 paprikas😂	1
0	Srednji vijek	1
1	Dali znate... kakve srbe najvise volim???? E.. da... bas takve.	3
1	Sve je u zivotu lutrija.Sto izvuces iz kaosa to dobijes.Nekima se posreci na kolu srece.	8
0	Hoce u troje i bok,...samo ludi deda Milojko nikako da skuzi	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno Za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

--------->>>> www.WebJob33.Com"	1
0	Sve je to ok ali doslovno na svakom clanku se nade neko bolid koji se smatra privilegiran te prema kojem bi se trebalo krojiti poslovanje neke privatne firme jer neke pojedinosti njemu ne odgovaraju, lol de dobro je . 	1
0	"AD Sanaderr

Stoka sitnog zuba se liječi kod veterinara i uredno crkava.
Tamo nema gužve.
Pa ti nemoj pjevati domoljubno-borbene,  e caro mio."	
0	Ja dosta često znam biti umoran i slabo jedem.Jeli to znači da sam pijan?Doktore pomozite	
0	Ko još slusa marasa i sta sdp predlaze	5
0	Ja mislio to svi vide...meni je to nirmalno da su oci oko mene...sef, pa njegov sef...pa od sfovog sefa sef i tako dalje....	
0	ovo je zanimljiv pristup vijestima...https://divisionnews.org	1
0	"Ovo je najbolji posao koji Google sAda plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam ponio kući najmanje 7645 eura na 9264 eura tjedno. 

---->>>>> www.WebJob33.Com"	1
1	Ološ!	8
0	Zbrda zdola, prica i dalje ima puno rupa	
0	Svi smo uz Belog	
0	"A na koju foru su dobili građevinsku dozvolu na zemljištu koje nije u potpunosti njihovo?

"	
0	Momak počivaj u miru i sa puno boljeg mjesta se smij i poseri na ovu kapitalističku bagru koja će se vući po sudovima radi par milja eura a tebe našli i prepoznali tek onda kada su ti otisak prsta u bazi identificirali RIP	
0	Pa objasn to antifama koj su prekjučer organzral prvu kolonu  omjesto da se poklone žrtvama održavali politiičke govore, samopromociju i riganje mržnje,	
0	Možda se posklizla i udarila glavom o umivaonik	5
0	audidriver misliš simptom LAŽNOG DOMOLJUBLJA?	
0	Ovdje ti ne vrijede ista pravila za sve. Ka ta stro fa od portala i od pojedinih komentatora (svaka cast pojedincima) I bas zbog toga pocela sam citati jedan drugi.	1
0	Majku ti krvavu gje je ovaj odgajan.	
1	Teski pederko i svi koji ga podrzavaju.	8
1	Lice djevice a &quot;oće k***c&quot; 😂	8
1	Dobro neka tebi nisu ali shvati da nas politicari i jedne i druge lazu i nahuskavaju jedni protiv drugih.	8
1	kako se jebala s njim tako je i zasluzila.	8
0	Feudalci.Briselski poslušnici.	
0	Cigani inače puno izdvajaju za zdravstveno iz svojeg BDP, pa si mogu priuštititi da rade nered u bolnicama , maltretiraju i vrijeđaju sestre i doktore.	
0	Pozz zemljace	1
1	jebo vam bog majku lopovsku,meni ni&scaron;ta a vama sve	6
0	Ovako nakaradan sustav koji upravlja državom nije sposoban izroditi pravu osobu na mjesto predsjednika, premijera, ministra... ... čistačice u gradskoj upravi, konduktera itd. Tko god bio predsjednik, tko god bio premijer, i dalje će se bacati floskule a pametni i ambiciozni ljudi ostvarit će uspjeh u Irskoj, Njemačkoj, Austriji...	
0	Imam osječaj da u Hrvatskoj isključe internet onda bi se tek digli..Sva ostala iživljavanja su tolerantna😞	
0	"Nije mi hdz drag ali mi je Plenki drag ,samo se mora riješit otp..a tipa Culej,Vaso i takvi.A ko da vas vodi Bernardić ,Pernar 😁ili ko? ..ova iz starta DO je pametna žena i ona može da dogura daleko.
"	
0	"@mimi jasno da nije ni vjerovati ženama tj  tim curama danas,mnoge su na svašta spremne,ali ako ima te neke vidljive masnice na sebi od njegovih ""zahvata"" onda je jasno da ne laže..nebi ga tek tako prijavljivala policiji...išlo bi samo u medije a ne na policiju.."	
0	Inače sve što se pročita u novinama je istina. Nema tu laži,samo gola istina......možeš misliti.	
0	"..mislio sam, u naslovu, da će reći ""su isti narod"" . ništa , moraju se on i kolinda još puno puta sastajati. sljedeći put nek ne bude škrt i donese bombonjeru, a ne samo cveće bre.  "	
0	I postici ce isto kao i onaj sto je kriz nosio...nista! Malo cete pisati o njemu, on ce bit baja u svoj selu tjedan dana,a ostatak kmetova ce mu se smijat	
0	Ma koga briga za ratnog zlocinaca	
0	Bem te drzavo...ljudi bjezite svi vani...nema ni pravde ni zivota u Hr.🙄..Banana   drzava	
0	ako imate muda pokažite face	
1	Bljak	8
0	Zatajila si jer si ukrala budući da po zakonu na to nisi imala pravo a ipak si to radila kao ministrica jako dobro znajući da radiš nešto što je protuzakonito.	
0	"Samo hrabro mila sve najbolje! A vi s 24h nije mi jasno zato 100 clanaka dnevno objavljujete?? Dajte objavite malo sta radi monsanto ""sjeme zla"" i kakve su posljedice glifosata na biljni i zivotinjski svijet kao i na ljudski organizam i koliko izaziva malignih bolesti to je nevjerojatno! A vi se svezali male mile i po 100 clanaka o njoj. Mila samo hrabro!!!"	
0	Pa javna je tajna da je tijelo ubijene gđe. Nata&scaron;e Sokolčić zakopano ispod autoceste Zapre&scaron;ić-Guba&scaron;evo! I kaj može&scaron;...	5
0	problem je u cijeni liječenja ...Zamislite koliki novac je potreban da se prebaci takvu osobu ( nepokretnu i bez svijesti ) u Njemačku , pa tamo liječenje pa nazad pa opet u Njemačku i tako 26 godina ...To bi bilo lako da je zdravstvo besplatno ali u ovakvoj situaciji ??? 	
0	Thaçi 😉😉👐😛	1
0	Prelijepa. Dama.	1
0	Skupljeno je za lijecenje,ne za kuce i ostalo.	1
0	Malo časti i ljubavi nije na odmet https://www.youtube.com/watch?v=YgvYVR-wQh0&amp;list=RDG0MNCOQ05K8&amp;index=2	1
0	Ne treba tako ružno reagirat i osuđivat. Djevojka je mlada i to je neiskustvo. Dovoljno da je 10 km/h brze vozila oni će napisat neprilagođena brzina. Nek se samo oporavi a ovo će joj bit škola za dalje.	
0	"Ovo je najbolji posao koji Google sada plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sAm prije četiri mjeseca i odmah sam kući odnio najmanje 7645 eura na 9264 eura tjedno.

----- >>>>> www.WebJob33.Com"	1
0	Bogme Herod puno jede	5
1	Ne brinem se ja za dreleta.Licnost poput njega ce lako naci drugo radno mjesto.	8
1	Sigurno joj je netko rekao, better blow job than no job, i eto, nema ostavke, ha ,ha !	8
0	Badava ja ne prskam kad susjed pored mene dođe s traktorom i prska na sve strane...jedne godine mi se tako pol vrta posušilo...ja sam prva do njegove zemlje..i susjedu do mene se biljke posušile..izgledale su ko spaljene..kad sam ga zvala nadobudno je uzeo novčanik i pitao koliko hoću da mi plati da kupim povrće....udala ne kuži da nije ponata u tom da si kupim nego da znam što jedem..	
0	he, ima ona izreka o sto mudraca koji ne mogu nešto razmrsiti kad jedan pametnjaković zamrsi ... ovo je stvarno teško objašnjivo :) ... no, za mene osobno ima jedna pozitivna strana, kad pročitam htio ne htio uhvati me smijeh, pa umanji unekoliko stresirajuće misli koje izazove ovakva tragedija...	
1	Kurve, ponestalo para a bog vam mater jebo	3
0	"Sada mogu lako zaradivati od 6538 € do 8372 € tjedno radeci online od kuce. Prošlog mjeseca dobio sam 29853 eura iz ovog jednostavnog internetskog posla. Ovaj posao je online i vrlo je lako raditi u nepuno radno vrijeme ili puno radno vrijeme, cak i bez posebnih iskustava potrebnih za ovaj posao. Svaka osoba se sada može pridružiti ovom poslu i poceti zaradivati na mreži kao što sam jaa, samo slijedite upute na ovom blogu ...

>>>>>>>>>>>>>>>>>>>>>> w­­w­­w.I­­n­­t­­e­­r­­N­­e­­t­­4­­3.C­­o­­m"	1
1	dao bogek da i tebi već sutra treba ovaj lijek !	8
0	24porn !!!	1
0	Hvala svim Ustašama koji su nas branili 91-e ! Svim ostalima koji su doprinjeli obrani i slobodi zauvijek HVALA na Državi Hrvatskoj i nikada zaboraviti a još manje oprostiti srbočetničkim zločincima za razaranja, klanja i uništavanja Hrvatske !	
1	Pa pi&scaron;e ti u nazivu....hahahahahaha,koji glupi lik.	8
0	leftardi, a kao svi leftardi su beskorisni	
0	Više nije bitno što je cura žigosana, sad još nju napadaju. Jugomediji	
0	Dečki su zaboravili da biti gay je ekskluzivno pravo svećenika.	
0	Dobro da sam pročitao članak prvo, umalo da nisam stvarno lopatu pripremio...	
0	izgleda ko dete sase matica i marije serifovic	
0	:)))mn Želite li pronaći ženu za jednu noć? Dobrodošli na ==>> www.3xDate.top	1
0	Tako bude kad budes dobar prema ucenicima (poznajem profesora), ucenici ti tako vrate. Jadni ste. Narušavate ugled ovom dobrom profesoru, a vjerovatno je slucajno usao zbog reklama koje se vrte prije filmova ili serije. Podrska profesoru nedajte se	
0	Moja je kuća, kuća putujuća !!!!!!!	5
0	hrnćiću , mc je trenutno treći ( u podnaslovu ) ..... uskoro više !!	
0	citiras a nemas pojma, nije bit ubit, bit je ubit nevjernika, sta pokojni nije bija....	
0	ne vjeruješ ovih petero djece što su ga optužila?	
1	Zasvrbilo	8
0	Ma sve je to ok ali treba imati i granicu	
0	Vidim ne možeš argumentirati nijednu svoju tvrdnju... ah ti trolovi	1
0	Anne Frank- osvajačica zlatne medalje u igri skrivača (1942, 1943, 1944)	1
0	Boze kako je glupa	
0	🍼🍼nista od cuclanja veceras..😂..Nemoj mi se ranjavati nego da budes zdrav za keksic..	1
0	Drogbosnup87 da nije bilo 400 godina islamskog terora nad europom, bijelog roblja i slicnog prije prvog krizarskog rata ne bi uopce bilo tih krizarskih ratova niti bi ti jutros piskarao gluposti po internetu.	
0	Zao mi medvedice i malog mede....steta sto nije duze izdrzala u borbi	
0	Spalio si se, a mozda si imao prolaz..	
0	i još nešto gospodine Šeks, jeste li održavali komemoracije za vrijeme Juge? Isto su bile ilegalne. Ili ste pak zatvarali one koji su to pokušavali. Najte bili licemjerni	
1	Ovaj debilcina moze govoriti bilo sto covjek bez mozga, koji ima 18000kn mjesecno koje mi dajemo da govori ovakve gluposti....vidi mu facu koja govori o njemu....	8
1	Aha. Sad je i bmw...pa zadnja vuča...klizavo...brzina... Sve je sad.... Pa tko je pritisnuo gas? Jel zadnja vuča pritisnula? Ili kolnik sam ubrza ako je mokar? Nije nista od toga krivo. Bas nista. Nego idiot ta volanom. Jedan manje. I da je moj isto bih rekao.	8
0	":))) Želiš pronaći ženu za jednu noć? Dobrodošli na > > > www.3xDate.top 
********************************************************************************************************************
Ne slaže se s djevojkama? Da, svi ljudi vole velike stvari i duge akcije. Pokušajte > > > www.XXmacho.Com"	1
1	mrkonja daj bre odj..bi u kod suseda tamo bi ti bre bilo super! vidim da su te već izjeb..li u mozak!	8
0	dokaz da se i u malim sredinama sve moze ako na vlasti nije hdz	
0	"Kupila sam upravo dvije haljine. I gledam si jedan poslovni kompletić, odlični su!
www.gabi-style.com"	1
1	"Ovo je najbolji posao koji Google sada plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam PRije četiri mjeseca i odmah sam ponio kući najmanje € 7645 do € 9264 tjedno. 

------->>>>>> www.WebJob33.Com"	8
0	Glavu baš i ima :)	
0	Primio sam $ 22738 u prvom mjesecu i $ 29584 prošlog mjeseca,upravo sam radio na internetu od kuće.Ja sam redoviti student i radim samo 3 do 4 sata dnevno.Svatko mora proBati ovaj posao sada samo koristiti ovu stranicu. ------>>>> www.WebJob33.Com	1
0	Jelena Veljača... javi se....	
0	ne znam je li unakazio, ali napravio je polovićno: fali  zvijezda, makar ona sa dresa beogradskog Partizana !!  :))))))	
0	"Google je plaćao dnevne dnevne radove u rasponu od $ 500 do $ 1.000.Primio sam $ 23,749 za prvi mjesec i $ 32,854 za prošLog mjeseca od Googlea,radeći kod kuće 3 sata na dan. zaradite $ 200 po satu. 

...>>> www.WebJob33.Com"	1
0	Ja jedino sto vidim je da nema tko da spasi ovo izivljavanje nad HRVATSKIM NARODOM.	
1	Jebo im pas mater. toliko o psima. Pljuc	6
0	I sad na 10 godina za primjer svim ostalima!	
0	"Ne sikiraj se bices opet ""gudin""...samo je pitanje vrimena...😉"	
0	e da se može sada novinaru dat crveni karton i zabranit pisat na 6 mjeseci 	
0	matere ti, nikad vidila, nit čula a vjerujem da nisam ništa pametnog propustila	
0	baren nii podvia rep ka briselac...	
0	"Google je platio za svaki dan online rad od kuce 500 do 1000 Dollars.i su dobili prvi mjesec $ 23749 i $ 32854 u mom prošlom mjesecu paycheck od Google radeeci kod kuce za 3 sata rade dan.Cak i oni koji su novi u ovom mogu lako zaraditi 200 $ po satu, a zarada može biti još veca s vremenom. više ovdje

>>>>   w­­­w­­­w.I­­­n­­­t­­­e­­­r­­­N­­­e­­­t­­­43.C­­­o­­­m"	1
1	"likvidirati nekog bez suda samo zato jer je ""podržavao hitlera i pavelića"" je diletanstski pokuaj najgnusnijeg agitpropa da se opravdaju genocidni zločini antifašista."	8
0	I meni se cini da je chron	
0	Jedan apsolutno nnebitno je li netko propao il nije. SDP je INAu privatiizirao davši je Mađarima! Povjesna činjenica. Gotovo. INA se više ne može privatzirat pa nemaš straha.	
0	KADA će ovaj konačno shvatiti gdje su Hrvatske granice i buduća Schengenska EU gdje on neće nikada ! Dali mu je netko iz Hrvatske vlasti objasnio da smo u nATO i da će ga ponovno pretući kao 99-e ako to zatreba ? Da li mu netko objasnio da smjenom Kolinde nikada više neće u Hrvatsku i da će politika prema srbiji biti onakva kakva je odavno trebala biti dok ne izruči sve do posljednjeg teroristu i konačno budemo imali vijest o nestalima te sve ostalo riješeno što se zahtijeva a ne ispunjava od strane srbije ?	
0	Hehe sat ☺	
1	Mrs smece jedno opancarsko. ocito da ti je tatica bio oznin batinas. Anonimac	8
0	Kao sto sam već napisala...dječji vrtić...	
